Id,Location,Name,Category,Description,Latitude,Longitude,Altitude,Date verified,Open,Electricity,Wifi,Kitchen,Parking,Restaurant,Showers,Water,Toilets,Big rig friendly,Tent friendly,Pet friendly,Sanitation dump station,Outdoor gear,Groceries,Artisan goods,Bakery,Rarity in this area,Repairs vehicles,Repairs motorcycles,Repairs bicycles,Sells parts,Recycles batteries,Recycles oil,Bio fuel,Electric vehicle charging,Composting sawdust,Recycling center
9a441aea-e8b9-4185-8a7c-533d4a088d38,"Open Door Store/Gas, United States",Open Door Store/Gas,Fuel Station,"Small store and gas pump in Lowman. Reasonably priced gas, basic gas station necessities and food. You fill up at the pump then pay inside based on how much you fill up. Staff is very helpful and we let them know about this site/app, so if you happen to lose service or someone needs guidance they can help and add great things for this area too! This place helped extend our adventure instead of heading all the way to a further town just to get gas!",27.7632,-81.3926,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
bafa44f6-c433-4d24-92a3-7b9d75e753a5,"Maybell General Store, United States",Maybell General Store,Fuel Station,"This is a small gas station, has gas, diesel, propane, free air for tires (saved me I cut a tire and was able to plug it in dinosaur and didn't have my air compressor) this is the first place east of the monument with anything. The store has a little bit of everything food, camping gear, automotive supplies.

Last available gas for many miles if you're heading north on Hwy 318.",43.1866,-107.1517,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
30117a4b-c12f-4ea0-ac4b-dcfd57c467b0,"Northern Oilfield Services, United States",Northern Oilfield Services,Fuel Station,"This location is open to tourists. We were directed here by the other gas station on the east side of town. When we arrived, other tourists were also filling here as well as workers.

Credit card only.

The machine didn't read my first card, but read my second card. Another tourist I was here with had the machine read her card on the first try. Just beware.

The pumps are in the shack, the prices are on the pumps and not posted outside. Just look through the windows.

On August 6, regular was $7.99 and diesel was $7.29.

If you want a receipt, you pump your gas and then return to the credit card machine and enter your card again and follow the on screen prompts and it will print a receipt.",47.0027,-110.2086,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
11e4f8ea-25e2-4e15-8a0d-6c81680779a1,"Yukon River gas station, United States",Yukon River gas station,Fuel Station,"Same price as Coldfoot, suggest filling up as much as possible at the truck station that's already on ioverlander south of here, Hilltop cafe and truck stop.",38.9379,-116.25,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
ae3cad1a-2a32-42a1-81d9-2c7aab3559f3,"Tangle River inn / Gas - Shower - Restaurant, United States",Tangle River inn / Gas - Shower - Restaurant,Fuel Station,Restaurant/gas/tire repair. Gas is $6.50/gallon. But it’s there if you need it. Nothing in Paxson.,44.2158,-114.5572,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
214871d3-e832-493b-8a5c-c45779dc2324,"Chevon - Vacuum, United States",Chevon - Vacuum,Fuel Station,"Free vacuum next to the car wash. There’s a sign saying ‘please do not abuse’, really good action from the vacuum!",34.6798,-105.6699,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
539f20af-78e6-44d3-83a2-3fa4e1f43556,"Fuel & Free Vacuums, United States",Fuel & Free Vacuums,Fuel Station,"Gas station with cheap fuel where you can use free vacuums to clean your car on the spot, just great! You can’t use the vacuums from 8 p.m. because of the sound for the neighbourhood.",36.9505,-119.2023,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
ac27737c-ff0f-4aca-a8bc-cf7fa9e9cbe9,"Exit for London Bridge, United States",Exit for London Bridge,Fuel Station,"I’ll delete if wrong but it looks like this is the last cheap place for gas before you hit freaking California state gas taxes (as of today’s date was $2.50/gallon in Kingman and $2.75 here.... but I know will be closer to $4 back in my beloved Cali)
Fil ‘er up!
Few eateries here too.",32.1531,-99.6708,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
f8f2c084-1d63-4763-a160-fea99ffcd5f0,"Redwood Casino Gas, United States",Redwood Casino Gas,Fuel Station,"The reservation gas station, so it’s much cheaper than anywhere in the area.",44.0009,-120.3078,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
7dacb0d1-59a1-4fda-a9de-9d8c2eff6f0e,"Yosemite Valley, United States",Yosemite Valley,Fuel Station,No gas in the valley. This is your last chance to fill up. No overnight parking.,39.5301,-110.8319,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
04d1f44a-3365-4f91-967f-6e406d232169,"Pit Stop, United States",Pit Stop,Fuel Station,"Also can get water, dump and propane. This place is very busy in the winter, especially January, but is good at getting rigs in and out. 928-927-3714; 8:00 AM to 4:30 PM; 7 days a week; 425 N. Central / US95, Quartzsite, AZ 85346",39.7715,-105.5049,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
99d4759c-8ab4-40c2-ba4c-0367552ad94a,"Crane Store & Cafe, United States",Crane Store & Cafe,Fuel Station,"Gas and diesel available at this little store, along with basic food stuffs, cafe, and RV hook-ups.",34.2826,-110.8011,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
5641d9c2-b34b-4d62-8b09-6197ab3283f7,"Frenchlen Mercantile, United States",Frenchlen Mercantile,Fuel Station,Nice little shop with 87 octane and diesel,47.9971,-120.4321,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
04f3bc63-c08d-464c-88a4-88b3836ccf7c,"Emigrant General Store, United States",Emigrant General Store,Fuel Station,"This gas station is packed with useful stuff. Large fresh produce section with fruit and vegetables, camping gear, and lots of drinks and take home ice cream. There is a laundromat on site. You can also use the self-service car wash to knock the dust off your rig.",27.9231,-81.1924,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
463a624d-0260-47dc-8f5c-045daed5301f,"Only gas for 150 miles, United States",Only gas for 150 miles,Fuel Station,"Yep, started freaking out that we wouldn’t have enough fuel until Glennallen (next town 70 miles up) and nothing on here or Google displayed a nearby station. This is a small little place but they have gas if you’re in a pinch!",43.3465,-106.9515,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
fb7bda9f-52d6-4c62-b98a-638a37da9e4b,"Fields Station, United States",Fields Station,Fuel Station,Gas but you will pay premium prices due to it's location,47.1626,-110.0084,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
d007f608-8b79-4391-828b-71cbc1bd9a9a,"Chevron, United States",Chevron,Fuel Station,Gas Station with food. No propane fill. Has large diesel fill up area. There's also a large gravel area. You could probably spend a night here as well. I see a semi in there. Most likely sleeping.,39.0978,-116.0498,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
e3c9454c-d59b-4ef4-b0f2-175ae8499725,"ARCO GASOLINE, United States",ARCO GASOLINE,Fuel Station,$2.51 at this time of reporting. Cheapest gas in Beatty. Hand window washing fluid to scrub bugs off. Has bathrooms. Clean.,44.3757,-114.357,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
9839c30d-8ff6-4abd-acfb-702e3cdb7822,"Phillips 66 & Roadrunner Travel Center, United States",Phillips 66 & Roadrunner Travel Center,Fuel Station,"This is a gas station with plenty of spots around for trucks and travelers that need to spend the night. The convenience store is open 24 hrs.
It's not the quietest spot but it's a spot for the night.
Right off the Hwy 25.",34.8397,-105.4697,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
07af6389-1f61-4fd5-8f64-f808a5507bf9,"Alltown Fresh, United States",Alltown Fresh,Fuel Station,"They have DEF (diesel additive) at the pump, great, healthy foods and snacks and a free dump station!",37.1104,-119.0021,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
2d9f3d6b-09d4-472c-9cc5-f730f5a27d61,"Sinclair fuel, United States",Sinclair fuel,Fuel Station,"Fuel stop. All paved, seems nice and clean. Plenty of room to turn around. Napa auto care center and grocery open in the warm season?",32.313,-99.4706,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
9a984ad5-a752-46b8-aba0-4ceece59a1ac,"Oasis Stop n’ Go, United States",Oasis Stop n’ Go,Fuel Station,"Regular and Diesel available, cheap. Decent offerings at the little shop.",44.1608,-120.1076,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
12572585-2703-48af-969e-df21a188eb2a,"Jo-Bi Convenience Market, United States",Jo-Bi Convenience Market,Water,"This place also has potable water if you asks for “the key” to turn the spigot.

Fill during open hours only:
Mo-Fr: 5am-10pm
Sa: 6am-10pm
Su: 7am-8pm",39.321,-111.0937,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
982a3737-b3f4-4fca-a6da-c20b10439a1a,"Cap'n Joe's Gas, United States",Cap'n Joe's Gas,Water,Water for $5 on the back of the Tesoro gas station - at the propane tank you will find the tap. You will also find a laundry at this gas station. There is also a dumping just 30 ft away at the RV campground for $10. Car wash too.,39.5624,-105.7667,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
c3a2b075-5e73-42d6-8d4e-28612a09844c,"Truck Service, United States",Truck Service,Water,There are water spigots over by the truck fuel island. Each pump has a water spigot.,34.0735,-111.0629,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
bafe7001-fac3-428b-90e6-191aab728165,"Maverick Gas Station, United States",Maverick Gas Station,Water,Potable water on the left side of the building near pump 11. This is a FREE dump station at the Maverick Gas Station. Open 24h for water potable and dump station. Gas cheap.,47.788,-120.6939,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
0bf8b91b-410c-4088-a392-5b4ab5c12f39,"water spring, United States",water spring,Water,Water spring on side of road with free water.,27.714,-81.4542,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
b69daf8f-d424-4a9c-979a-241239ccc9bd,"Meskwaki, United States",Meskwaki,Water,"Water tap at casino RV Park behind casino, way in the back. The RV park is closed, so no hook ups, but the water is accessible. Staff said I could stay the night in the parking lot. Great place",43.1374,-107.2133,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
5ed51630-2f45-4327-8dd1-ed2f7ee8e54c,"Joshua Tree NP Visitors Centre, United States",Joshua Tree NP Visitors Centre,Water,Free potable water for motorhomes from tap in carpark,46.9535,-110.2702,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
a88f7fe9-f0b5-4bd7-9637-47f658a44228,"Glacier Water Dispenser, United States",Glacier Water Dispenser,Water,Do-it-yourself water dispenser across the street from the Eastside Branch Public Library. 35 cents a gallon or $1.75 for 5 gallons.,38.8887,-116.3116,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
b764492a-db64-48fd-9f9e-0a9fa8bf48be,"7 - Eleven, United States",7 - Eleven,Water,Water $.25 per 5 gallons - pay inside and they will give you the key. (Price may vary),44.1666,-114.6188,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
a298f55b-6a57-48d4-b8e0-43b898dcb218,"Gearheads, United States",Gearheads,Water,Outdoor gear store offering free filtered water inside the store. Bring and fill your own container. A cart is provided so you can wheel your jugs back to your vehicle.,34.6306,-105.7315,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
0a77da94-a8ab-476e-a612-699d6c3f009c,"Rest area, United States",Rest area,Water,"Several spigots, but they are all turned off.

Update June 2022: Water available. (Probably seasonal.)",36.9013,-119.2639,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
162b35b0-fb63-4735-9d83-75eedefd8efe,"Anchor Point, United States",Anchor Point,Water,"Public water supply. 25 cents for 6 gallons. Pumps for large and small tanks. Price is 3.67 gallons for $0.25. Good for filling containers , there is no thread on the smaller hose, and a water witch does not work with it.",32.1039,-99.7324,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
d03e2c7f-699e-4959-b7da-7659d2240218,"Dolores park, United States",Dolores park,Water,"There is a water spigot on the left as you enter the park. Good pressure, but you need a 50 foot hose!",43.9517,-120.3694,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
fc8bbfc5-03ab-4eac-b802-01ae50d71917,"Smiths Fuel Center, United States",Smiths Fuel Center,Water,"This locaton is now closed.
Recommended by Hyde Memorial State Park as place to get water since theirs is limited. There is a lock but the attendant happily opened it and said they are one of only places around.",39.4809,-110.8935,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
26d53493-2369-495f-a505-a5b8b1155617,"Pilar, United States",Pilar,Water,"MODERATOR NOTE: Seasonal closures reported.

Free Water for drinking. Visitor center Rio Grande!

Water is beside unattached restrooms/outhouses.",39.7223,-105.5665,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
06f87ef4-7323-44ff-b0c6-79534bfa81e9,"South Kaibab Trailhead, United States",South Kaibab Trailhead,Water,"Water refill station at the South Kaibab Trailhead (also a shuttle bus station for the Grand Canyon orange line)

Potable spring water for filling bottles or jugs. Not suitable to fill RVs. Within a chainlink fence that keeps wildlife out.",34.2334,-110.8627,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
b87aac5e-09e1-4da1-bea3-018c32f010d3,"Haines Gas Station., United States",Haines Gas Station.,Water,Gas station with free RV service. Potable water available. Free air as well but no gauge.,47.9479,-120.4937,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
2ee11651-980b-4410-8e44-90375709fe0e,"Chevron, United States",Chevron,Water,FREE potable water on South side of building. Red spigot by the air station. See other check-ins for further info! Enjoy!,27.8739,-81.254,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
3a523071-c0fb-44ad-9d04-a91734524db7,"Edward's Rest Area, United States",Edward's Rest Area,Water,Beautiful Riverwalk next to the rest area. Potable water fill. Free. Available April through November.,43.2973,-107.0131,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
11883e56-bcde-493a-8d01-230868368694,"Water, United States",Water,Water,Portable Water Fountain for Bottles in the National Forest Area. Tastes fine with our Filter. Low pressure.,47.1134,-110.07,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
d4c28f02-1d86-4b5f-805d-ca0131a0a516,"Boettcher Park Picnic Area, United States",Boettcher Park Picnic Area,Water,"Picnic area with restrooms, trash, recycling, water spout, tables and swings.",39.0486,-116.1114,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
83faaffd-1675-4083-9feb-b18f8ee2b197,"Next to Allsup's, United States",Next to Allsup's,Water,"Free potable water on the corner. Very easy access for rigs. We filled up our two 6 gallon jugs.

Spigot off and employees are unable to unlock for you",44.3265,-114.4186,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
492e8389-c600-47de-93fb-e4b53bfeae0c,"Moab - Lions Park Spigot, United States",Moab - Lions Park Spigot,Water,Two threaded spigots in the lower lot- there is also a filtered bottle fill station in the pavilion up the stairs. There are electric outlets in the pavilion Carrie the grass if you need to charger computer/jackery and tables to sit down on in the shade,34.7905,-105.5313,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
debcdb05-0e76-4f1a-98ca-9d1c3bcf00a5,"Mtn Village Service Station, United States",Mtn Village Service Station,Water,"RV Propane, free potable water. Gas/diesel is ghastly expensive tourist pricing, avoid the gas. ($1 additional per gallon) Free water behind the gas station. Good hoses. long enough to fill RV. Further, I would bring some type of filter too. I’m sure it’s perfectly fine, and it’s 100% potable, but who knows what is creeping and crawling up that hose.",37.0612,-119.0637,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
5dfc06ff-970d-42a0-a472-a9284a56710b,"Next to McDonalds, United States",Next to McDonalds,Water,Go in the back and open a small metal door. Written water on it.,32.2638,-99.5322,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
1dd8e1fe-830b-41bc-aaa1-866e810a6c39,"Olsens IGA store, United States",Olsens IGA store,Water,water here as well as a couple of other places. All the same price - buck for 5 gallons. Biggest store in Ajo. deli has WiFi.,44.1116,-120.1692,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
b17b4f7e-4cdf-4d74-89d2-f855adfa8b62,"Arjencía Water, United States",Arjencía Water,Water,Water kiosk on E Fort Lowell Rd. near N Mountain Ave. 15¢ a gallon.,39.6408,-110.6933,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
9143ce16-3e4c-40a4-9c31-758392f83c90,"king sooper, United States",king sooper,Water,"water refill 39 cents a gallon, inside @ entrance",39.8822,-105.3663,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
ac90aa1e-a7f5-40aa-bb3a-5979d0154450,"Walmart refill station, United States",Walmart refill station,Water,39cents a gallon. Refill station is located in the front by the customer service counter inside the store,34.3933,-110.6625,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
9013daea-347f-471f-87ef-d1a75dc344da,"Speedway, United States",Speedway,Water,Next to propane bottles outside there is a water tap you can use. On the other side of the building there is free air (instead of the paid air pump).,48.1078,-120.2935,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
4f4ec705-0fb8-4baf-9621-144b3e1b2bfb,"T.L.C. Auto Repair, United States",T.L.C. Auto Repair,Mechanic and Parts,"Excellent Toyota mechanic at TLC Auto, Fred took great care of us even finding ways to save us money. They charged $50/hr labour. www.tlc-auto.com 858 541 0852.",27.6648,-81.5158,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
d022e77c-b978-4fbb-808c-02e79a9f32de,"Automotive Super Center Longview Texas, United States",Automotive Super Center Longview Texas,Mechanic and Parts,1109 W loop 281 Longview Texas these guys are great friendly and solved my diesel problem in a morning and fixed it I came off the street and they stated on it immediately great price great service great coffee thanks Doug Thanks Chris,43.0882,-107.2749,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
ebb7ade1-670b-4322-9e88-cc6d56fcf8a3,"Westlake Automotive, United States",Westlake Automotive,Mechanic and Parts,Straight forward shop that can work on diesel 4x4's,46.9043,-110.3318,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
d8c5b967-64fa-45a2-b517-a770427e3374,"British Autoworks, United States",British Autoworks,Mechanic and Parts,"If anyone needs a Land Rover mechanic near San Diego, we can highly recommend this garage! Peter is very friendly, helpful and knowledgeable. :)

https://www.facebook.com/BritishAutoworksSanDiego/?fref=ts",38.8395,-116.3732,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
0c93381a-3b40-4a39-905e-b9eedddecd0d,"Werkstatt, United States",Werkstatt,Mechanic and Parts,Werkstatt San Antonio,44.1174,-114.6804,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
a9c94f09-650a-4dbd-8fc6-2459fef68c4e,"Great Basin Rovers, United States",Great Basin Rovers,Mechanic and Parts,"There are only a few really good Land Rover mechanics in the states, Bill Davis in Salt Lake City is one of them. He works with Land Rovers since decades and knows everything about Series and Defenders. We stopped here for doing some maintenance and getting some spare parts. We camped behind the workshop before hitting the road again the next day.",34.5814,-105.7931,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
691d7fd5-d9aa-4397-a6d8-dbe525c4e849,"West Coast British (LR), United States",West Coast British (LR),Mechanic and Parts,"Land Rover specialist near San Francisco. Mike runs this workshop since 1981 and knows everything about Land Rovers.

190 Airway Blvd.
Livermore, CA 94551

925-606-8301
wcbr@netzero.com",36.8521,-119.3255,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
5243d4b7-38e1-4938-ba0c-9ee17cab28c1,"David Wilson's Toyota Las Vegas, United States",David Wilson's Toyota Las Vegas,Mechanic and Parts,"They have a mechanic called Mathew, who is from Nigeria and has a lot of experience with older Toyotas.

it is on the corner of East Sahara Avenue and South Mojave Road in Las Vegas",32.0547,-99.794,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
d96a1625-c736-400b-95b2-9e1f83332a40,"NAPA auto care, United States",NAPA auto care,Mechanic and Parts,"My van needed a little fixing as I came into town and I was directed to this place. The owner Lance is super knowledgeable, helpful, friendly, and just an all round great guy. I would highly recommend visiting if you have anything that needs work. I would definitely come back here again. I wish these guys were my local mechanics.",43.9025,-120.431,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
e9ef472b-4fef-4dbc-a2e4-cb26d336286d,"Terry Lee Enterprises, United States",Terry Lee Enterprises,Mechanic and Parts,"Heavy truck garage, specializing in Unimog and Mercedes trucks. Rob is very helpful and familiar with the overlanding community.
terryleeenterprises.com
708 E 1st St
LA Junta, Co 81050

719-384-0882",39.4317,-110.9551,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
d8895006-243c-4797-8d0a-195c6c968d63,"Speedlab Automotive, United States",Speedlab Automotive,Mechanic and Parts,"They do customs build, welding and help you arround finding parts",39.6731,-105.6281,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
07d6691f-b258-4e5b-86bb-2c6fba8cfca6,"Green Machine, United States",Green Machine,Mechanic and Parts,A great garage with mexicans guys. We have changed the oil and filter of our Defender Land Rover. The price is good. Muy buena gente!!!,34.1842,-110.9243,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
2556f870-ac10-4221-8288-17ea0404b20b,"Bonita Valley Auto Care, United States",Bonita Valley Auto Care,Mechanic and Parts,"We had an apointment for oil change and check-up before going to Mexico. We arrived on time, the guy went to see the van, came back and suddenly a worker was missing and he was not able to take care if our van. There were hours of delay and he insisted that we go to another place and even called one for us. Impression was he did not want to take care if our van but he did not tell it the dat before when we took the apointment.",47.8987,-120.5553,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
e43b6b1a-7f35-45c1-a248-5aa48704353d,"Valley Hybrids, United States",Valley Hybrids,Mechanic and Parts,Georg and his team really know what they're doing. Specialists in Toyota Land Cruiser (no other makes or models!) they will solve your issues fast and efficient. Highly recommended.,27.8247,-81.3156,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
